"PCE Bridge Table, 1998",,,,,,,,,
[Millions of dollars],,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,
,,,,Producers' Value,Transportation Costs,            Trade Margins,,Purchasers' Value,
NIPA Line,PCE Category,Commodity Code,Commodity Description,,,Wholesale,Retail,,Year
5,New motor vehicles ,3361MV,"Motor vehicles, bodies and trailers, and parts","135,326","2,289","6,241","35,518","179,374",1998
6,Net purchases of used motor vehicles ,Used,"Scrap, used and secondhand goods","66,838","4,478","1,148","28,890","101,354",1998
7,Motor vehicles parts and accessories ,327,Nonmetallic mineral products,10,1,1,9,20,1998
7,Motor vehicles parts and accessories ,331,Primary metals,8,0,1,7,16,1998
7,Motor vehicles parts and accessories ,332,Fabricated metal products,60,1,5,54,121,1998
7,Motor vehicles parts and accessories ,333,Machinery,0,0,0,0,0,1998
7,Motor vehicles parts and accessories ,334,Computer and electronic products,9,0,2,8,20,1998
7,Motor vehicles parts and accessories ,335,"Electrical equipment, appliances, and components","2,155",16,161,"1,938","4,270",1998
7,Motor vehicles parts and accessories ,3361MV,"Motor vehicles, bodies and trailers, and parts","7,015",77,473,"6,308","13,874",1998
7,Motor vehicles parts and accessories ,339,Miscellaneous manufacturing,160,19,28,144,351,1998
7,Motor vehicles parts and accessories ,325,Chemical products,165,4,11,51,231,1998
7,Motor vehicles parts and accessories ,326,Plastics and rubber products,"8,425",184,"1,059","7,475","17,144",1998
7,Motor vehicles parts and accessories ,Used,"Scrap, used and secondhand goods",-229,18,"1,443","2,198","3,430",1998
9,Furniture and furnishings ,321,Wood products,730,34,74,581,"1,418",1998
9,Furniture and furnishings ,327,Nonmetallic mineral products,"1,979",226,510,883,"3,598",1998
9,Furniture and furnishings ,331,Primary metals,133,2,9,214,359,1998
9,Furniture and furnishings ,332,Fabricated metal products,308,5,63,495,871,1998
9,Furniture and furnishings ,334,Computer and electronic products,824,9,126,650,"1,608",1998
9,Furniture and furnishings ,335,"Electrical equipment, appliances, and components","1,498",181,222,"1,218","3,119",1998
9,Furniture and furnishings ,337,Furniture and related products,"28,473","3,416","1,991","26,874","60,755",1998
9,Furniture and furnishings ,339,Miscellaneous manufacturing,"3,102",378,500,"2,247","6,227",1998
9,Furniture and furnishings ,313TT,Textile mills and textile product mills,"5,890",186,"1,684","6,804","14,564",1998
9,Furniture and furnishings ,315AL,Apparel and leather and allied products,108,3,28,85,225,1998
9,Furniture and furnishings ,323,Printing and related support activities,117,4,8,92,221,1998
9,Furniture and furnishings ,326,Plastics and rubber products,646,13,120,633,"1,412",1998
9,Furniture and furnishings ,532RL,Rental and leasing services and lessors of intangible assets,"1,317",0,0,0,"1,317",1998
9,Furniture and furnishings ,Used,"Scrap, used and secondhand goods",721,"1,907",516,"2,356","5,500",1998
10,Household appliances ,331,Primary metals,132,2,9,82,225,1998
10,Household appliances ,333,Machinery,"1,702",28,328,"1,161","3,218",1998
10,Household appliances ,335,"Electrical equipment, appliances, and components","13,048",550,"2,261","8,661","24,519",1998
10,Household appliances ,326,Plastics and rubber products,109,2,23,158,292,1998
10,Household appliances ,Used,"Scrap, used and secondhand goods",34,131,44,175,383,1998
11,"Glassware, tableware and household utensils ",321,Wood products,798,37,73,303,"1,211",1998
11,"Glassware, tableware and household utensils ",327,Nonmetallic mineral products,"4,081",418,"1,085","2,611","8,196",1998
11,"Glassware, tableware and household utensils ",331,Primary metals,"1,519",25,104,576,"2,224",1998
11,"Glassware, tableware and household utensils ",332,Fabricated metal products,"3,803",62,866,"1,456","6,186",1998
11,"Glassware, tableware and household utensils ",339,Miscellaneous manufacturing,289,2,57,110,459,1998
11,"Glassware, tableware and household utensils ",326,Plastics and rubber products,"5,682",116,824,"2,154","8,776",1998
11,"Glassware, tableware and household utensils ",Used,"Scrap, used and secondhand goods",278,396,177,423,"1,274",1998
12,Tools and equipment for house and garden ,321,Wood products,45,2,3,73,124,1998
12,Tools and equipment for house and garden ,327,Nonmetallic mineral products,279,35,35,86,434,1998
12,Tools and equipment for house and garden ,331,Primary metals,8,0,1,13,21,1998
12,Tools and equipment for house and garden ,332,Fabricated metal products,641,10,168,"1,029","1,849",1998
12,Tools and equipment for house and garden ,333,Machinery,"1,970",32,370,"3,168","5,540",1998
12,Tools and equipment for house and garden ,334,Computer and electronic products,9,0,0,14,24,1998
12,Tools and equipment for house and garden ,335,"Electrical equipment, appliances, and components",116,1,17,187,322,1998
12,Tools and equipment for house and garden ,337,Furniture and related products,194,25,56,424,698,1998
12,Tools and equipment for house and garden ,339,Miscellaneous manufacturing,146,18,41,244,448,1998
12,Tools and equipment for house and garden ,313TT,Textile mills and textile product mills,20,1,3,45,69,1998
12,Tools and equipment for house and garden ,325,Chemical products,669,15,59,261,"1,003",1998
12,Tools and equipment for house and garden ,326,Plastics and rubber products,60,1,9,131,201,1998
12,Tools and equipment for house and garden ,532RL,Rental and leasing services and lessors of intangible assets,"4,483",0,0,0,"4,483",1998
12,Tools and equipment for house and garden ,Used,"Scrap, used and secondhand goods",84,38,24,60,206,1998
14,"Video, audio, photographic, and information processing equipment and media ",333,Machinery,"2,609",42,695,938,"4,284",1998
14,"Video, audio, photographic, and information processing equipment and media ",334,Computer and electronic products,"40,081",324,"6,515","17,189","64,110",1998
14,"Video, audio, photographic, and information processing equipment and media ",335,"Electrical equipment, appliances, and components","2,142",16,318,930,"3,407",1998
14,"Video, audio, photographic, and information processing equipment and media ",339,Miscellaneous manufacturing,0,0,0,0,0,1998
14,"Video, audio, photographic, and information processing equipment and media ",315AL,Apparel and leather and allied products,4,0,1,2,7,1998
14,"Video, audio, photographic, and information processing equipment and media ",511,"Publishing industries, except internet (includes software)","5,327",40,859,"2,312","8,537",1998
14,"Video, audio, photographic, and information processing equipment and media ",512,Motion picture and sound recording industries,"18,948",140,"3,367","2,813","25,268",1998
14,"Video, audio, photographic, and information processing equipment and media ",514,"Data processing, internet publishing, and other information services",0,0,0,0,0,1998
14,"Video, audio, photographic, and information processing equipment and media ",Used,"Scrap, used and secondhand goods",-50,372,92,233,647,1998
15,"Sporting equipment, supplies, guns, and ammunition ",331,Primary metals,30,0,2,20,53,1998
15,"Sporting equipment, supplies, guns, and ammunition ",332,Fabricated metal products,"1,636",26,399,"1,050","3,112",1998
15,"Sporting equipment, supplies, guns, and ammunition ",3364OT,Other transportation equipment,"1,717",12,51,680,"2,461",1998
15,"Sporting equipment, supplies, guns, and ammunition ",339,Miscellaneous manufacturing,"10,881","1,321","2,642","7,177","22,020",1998
15,"Sporting equipment, supplies, guns, and ammunition ",313TT,Textile mills and textile product mills,"1,103",37,280,730,"2,150",1998
15,"Sporting equipment, supplies, guns, and ammunition ",315AL,Apparel and leather and allied products,160,5,42,106,313,1998
15,"Sporting equipment, supplies, guns, and ammunition ",325,Chemical products,987,24,91,653,"1,755",1998
15,"Sporting equipment, supplies, guns, and ammunition ",Used,"Scrap, used and secondhand goods",-1,90,34,94,217,1998
16,Sports and recreational vehicles ,332,Fabricated metal products,5,0,1,2,9,1998
16,Sports and recreational vehicles ,333,Machinery,53,1,7,23,84,1998
16,Sports and recreational vehicles ,335,"Electrical equipment, appliances, and components",29,0,2,8,40,1998
16,Sports and recreational vehicles ,3361MV,"Motor vehicles, bodies and trailers, and parts","6,647",60,166,"2,081","8,954",1998
16,Sports and recreational vehicles ,3364OT,Other transportation equipment,"9,832",77,889,"4,274","15,072",1998
16,Sports and recreational vehicles ,326,Plastics and rubber products,158,3,21,116,298,1998
16,Sports and recreational vehicles ,Used,"Scrap, used and secondhand goods",-21,"2,467",655,"1,098","4,198",1998
17,Recreational books ,323,Printing and related support activities,113,3,8,41,166,1998
17,Recreational books ,511,"Publishing industries, except internet (includes software)","14,006",423,"1,321","4,968","20,718",1998
17,Recreational books ,514,"Data processing, internet publishing, and other information services",0,0,0,0,0,1998
18,Musical instruments,339,Miscellaneous manufacturing,"1,305",159,233,"1,482","3,179",1998
18,Musical instruments,315AL,Apparel and leather and allied products,55,2,10,62,129,1998
18,Musical instruments,Used,"Scrap, used and secondhand goods",43,37,12,81,173,1998
20,Jewelry and watches ,334,Computer and electronic products,"2,264",19,449,"1,831","4,563",1998
20,Jewelry and watches ,339,Miscellaneous manufacturing,"18,125",150,"3,576","14,715","36,567",1998
20,Jewelry and watches ,Used,"Scrap, used and secondhand goods",-357,596,243,946,"1,427",1998
21,Therapeutic appliances and equipment,334,Computer and electronic products,955,7,233,"1,070","2,265",1998
21,Therapeutic appliances and equipment,335,"Electrical equipment, appliances, and components",735,6,109,821,"1,671",1998
21,Therapeutic appliances and equipment,339,Miscellaneous manufacturing,"7,483",56,"1,832","7,814","17,184",1998
21,Therapeutic appliances and equipment,621,Ambulatory health care services,"6,651",0,0,0,"6,651",1998
21,Therapeutic appliances and equipment,Used,"Scrap, used and secondhand goods",17,9,4,13,43,1998
22,Educational books,511,"Publishing industries, except internet (includes software)","5,193",160,506,"1,877","7,736",1998
22,Educational books,514,"Data processing, internet publishing, and other information services",0,0,0,0,0,1998
22,Educational books,Used,"Scrap, used and secondhand goods",-1,69,11,40,119,1998
23,Luggage and similar personal items ,321,Wood products,240,7,63,189,499,1998
23,Luggage and similar personal items ,339,Miscellaneous manufacturing,"1,291",158,477,319,"2,244",1998
23,Luggage and similar personal items ,315AL,Apparel and leather and allied products,"5,111",156,939,"2,797","9,004",1998
24,Telephone and facsimile equipment ,334,Computer and electronic products,560,4,108,"3,505","4,178",1998
27,Food and nonalcoholic beverages purchased for off-premises consumption ,111CA,Farms,"25,637","2,463","5,266","10,838","44,204",1998
27,Food and nonalcoholic beverages purchased for off-premises consumption ,113FF,"Forestry, fishing, and related activities","1,985",139,191,709,"3,024",1998
27,Food and nonalcoholic beverages purchased for off-premises consumption ,212,"Mining, except oil and gas",22,5,1,9,37,1998
27,Food and nonalcoholic beverages purchased for off-premises consumption ,311FT,Food and beverage and tobacco products,"239,764","3,792","28,996","102,515","375,066",1998
27,Food and nonalcoholic beverages purchased for off-premises consumption ,325,Chemical products,669,18,45,286,"1,017",1998
27,Food and nonalcoholic beverages purchased for off-premises consumption ,Used,"Scrap, used and secondhand goods","-1,260",0,0,0,"-1,260",1998
28,Alcoholic beverages purchased for off-premises consumption,311FT,Food and beverage and tobacco products,"32,697",639,"16,905","14,728","64,968",1998
29,Food produced and consumed on farms ,111CA,Farms,382,0,0,0,382,1998
32,Womens and girls clothing ,339,Miscellaneous manufacturing,272,15,66,286,640,1998
32,Womens and girls clothing ,313TT,Textile mills and textile product mills,168,5,39,176,387,1998
32,Womens and girls clothing ,315AL,Apparel and leather and allied products,"52,092","1,592","8,368","54,747","116,799",1998
32,Womens and girls clothing ,Used,"Scrap, used and secondhand goods",-260,458,125,818,"1,141",1998
33,Mens and boys clothing ,339,Miscellaneous manufacturing,200,9,49,118,376,1998
33,Mens and boys clothing ,313TT,Textile mills and textile product mills,"1,002",31,262,588,"1,883",1998
