"PCE Bridge Table, 2009",,,,,,,,,
[Millions of dollars],,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,
,,,,Producers' Value,Transportation Costs,            Trade Margins,,Purchasers' Value,
NIPA Line,PCE Category,Commodity Code,Commodity Description,,,Wholesale,Retail,,Year
5,New motor vehicles ,3361MV,"Motor vehicles, bodies and trailers, and parts","134,371","2,735","10,175","18,343","165,623",2009
6,Net purchases of used motor vehicles ,Used,"Scrap, used and secondhand goods","72,427","5,566",974,"21,135","100,101",2009
7,Motor vehicles parts and accessories ,327,Nonmetallic mineral products,36,4,4,34,79,2009
7,Motor vehicles parts and accessories ,331,Primary metals,14,0,1,13,28,2009
7,Motor vehicles parts and accessories ,332,Fabricated metal products,146,3,44,141,334,2009
7,Motor vehicles parts and accessories ,333,Machinery,0,0,0,0,0,2009
7,Motor vehicles parts and accessories ,334,Computer and electronic products,17,0,6,16,39,2009
7,Motor vehicles parts and accessories ,335,"Electrical equipment, appliances, and components","2,098",24,274,"2,020","4,416",2009
7,Motor vehicles parts and accessories ,3361MV,"Motor vehicles, bodies and trailers, and parts","10,475",139,"1,259","10,088","21,960",2009
7,Motor vehicles parts and accessories ,339,Miscellaneous manufacturing,314,45,57,303,718,2009
7,Motor vehicles parts and accessories ,325,Chemical products,303,6,24,133,466,2009
7,Motor vehicles parts and accessories ,326,Plastics and rubber products,"11,354",219,"1,760","10,470","23,803",2009
7,Motor vehicles parts and accessories ,Used,"Scrap, used and secondhand goods",-549,10,657,898,"1,016",2009
9,Furniture and furnishings ,321,Wood products,"2,263",119,273,"2,247","4,903",2009
9,Furniture and furnishings ,327,Nonmetallic mineral products,"1,544",200,383,659,"2,786",2009
9,Furniture and furnishings ,331,Primary metals,246,5,20,376,647,2009
9,Furniture and furnishings ,332,Fabricated metal products,913,20,244,"1,399","2,575",2009
9,Furniture and furnishings ,334,Computer and electronic products,"1,097",18,215,"1,090","2,420",2009
9,Furniture and furnishings ,335,"Electrical equipment, appliances, and components","1,920",272,450,"1,936","4,579",2009
9,Furniture and furnishings ,337,Furniture and related products,"37,071","5,576","2,980","34,773","80,400",2009
9,Furniture and furnishings ,339,Miscellaneous manufacturing,"5,705",713,"1,969","4,275","12,662",2009
9,Furniture and furnishings ,313TT,Textile mills and textile product mills,"9,208",382,"3,893","9,066","22,550",2009
9,Furniture and furnishings ,315AL,Apparel and leather and allied products,54,2,23,54,133,2009
9,Furniture and furnishings ,323,Printing and related support activities,201,8,19,200,428,2009
9,Furniture and furnishings ,326,Plastics and rubber products,418,8,97,294,817,2009
9,Furniture and furnishings ,532RL,Rental and leasing services and lessors of intangible assets,"4,602",0,0,0,"4,602",2009
9,Furniture and furnishings ,Used,"Scrap, used and secondhand goods","-1,370",420,80,393,-477,2009
10,Household appliances ,331,Primary metals,45,1,4,28,78,2009
10,Household appliances ,333,Machinery,"2,529",54,712,"1,553","4,849",2009
10,Household appliances ,335,"Electrical equipment, appliances, and components","20,226","1,037","3,424","12,669","37,356",2009
10,Household appliances ,326,Plastics and rubber products,126,2,45,243,416,2009
10,Household appliances ,Used,"Scrap, used and secondhand goods",-35,71,17,67,119,2009
11,"Glassware, tableware and household utensils ",321,Wood products,538,26,64,192,820,2009
11,"Glassware, tableware and household utensils ",327,Nonmetallic mineral products,"4,791",594,"1,676","2,510","9,570",2009
11,"Glassware, tableware and household utensils ",331,Primary metals,506,10,40,180,736,2009
11,"Glassware, tableware and household utensils ",332,Fabricated metal products,"4,311",93,"1,181","1,570","7,154",2009
11,"Glassware, tableware and household utensils ",339,Miscellaneous manufacturing,274,3,72,97,445,2009
11,"Glassware, tableware and household utensils ",326,Plastics and rubber products,"12,438",226,"1,476","4,413","18,553",2009
11,"Glassware, tableware and household utensils ",Used,"Scrap, used and secondhand goods",6,70,40,36,152,2009
12,Tools and equipment for house and garden ,321,Wood products,5,0,1,12,18,2009
12,Tools and equipment for house and garden ,327,Nonmetallic mineral products,499,134,41,242,916,2009
12,Tools and equipment for house and garden ,331,Primary metals,13,0,1,23,38,2009
12,Tools and equipment for house and garden ,332,Fabricated metal products,"1,233",32,476,"2,168","3,908",2009
12,Tools and equipment for house and garden ,333,Machinery,"1,837",47,503,"3,325","5,712",2009
12,Tools and equipment for house and garden ,334,Computer and electronic products,127,4,18,272,421,2009
12,Tools and equipment for house and garden ,335,"Electrical equipment, appliances, and components",80,1,21,137,239,2009
12,Tools and equipment for house and garden ,337,Furniture and related products,56,9,25,150,240,2009
12,Tools and equipment for house and garden ,339,Miscellaneous manufacturing,267,42,113,484,907,2009
