"PCE Bridge Table, 2013",,,,,,,,,
[Millions of dollars],,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,
,,,,Producers' Value,Transportation Costs,            Trade Margins,,Purchasers' Value,
NIPA Line,PCE Category,Commodity Code,Commodity Description,,,Wholesale,Retail,,Year
5,New motor vehicles ,3361MV,"Motor vehicles, bodies and trailers, and parts","184,113","3,749","13,612","48,290","249,763",2013
6,Net purchases of used motor vehicles ,Used,"Scrap, used and secondhand goods","57,658","1,142","2,926","40,560","102,287",2013
7,Motor vehicles parts and accessories ,327,Nonmetallic mineral products,60,7,8,64,139,2013
7,Motor vehicles parts and accessories ,331,Primary metals,13,0,1,14,28,2013
7,Motor vehicles parts and accessories ,332,Fabricated metal products,437,13,154,469,"1,073",2013
7,Motor vehicles parts and accessories ,333,Machinery,0,0,0,0,0,2013
7,Motor vehicles parts and accessories ,334,Computer and electronic products,12,0,6,13,31,2013
7,Motor vehicles parts and accessories ,335,"Electrical equipment, appliances, and components","1,953",20,282,"2,094","4,349",2013
7,Motor vehicles parts and accessories ,3361MV,"Motor vehicles, bodies and trailers, and parts","12,790",158,"1,702","13,712","28,361",2013
7,Motor vehicles parts and accessories ,339,Miscellaneous manufacturing,178,27,57,191,453,2013
7,Motor vehicles parts and accessories ,325,Chemical products,171,3,14,99,287,2013
7,Motor vehicles parts and accessories ,326,Plastics and rubber products,"13,041",265,"2,670","13,782","29,758",2013
7,Motor vehicles parts and accessories ,Used,"Scrap, used and secondhand goods",-584,6,945,637,"1,003",2013
9,Furniture and furnishings ,321,Wood products,"2,379",154,362,"2,849","5,745",2013
9,Furniture and furnishings ,327,Nonmetallic mineral products,"1,405",188,430,806,"2,829",2013
9,Furniture and furnishings ,331,Primary metals,92,3,9,131,234,2013
9,Furniture and furnishings ,332,Fabricated metal products,337,10,92,479,918,2013
9,Furniture and furnishings ,334,Computer and electronic products,972,22,255,"1,167","2,416",2013
9,Furniture and furnishings ,335,"Electrical equipment, appliances, and components","2,089",312,613,"2,536","5,550",2013
9,Furniture and furnishings ,337,Furniture and related products,"37,932","5,693","8,692","42,913","95,231",2013
9,Furniture and furnishings ,339,Miscellaneous manufacturing,"3,493",514,"1,588","3,759","9,354",2013
9,Furniture and furnishings ,313TT,Textile mills and textile product mills,"9,022",461,"4,328","11,632","25,442",2013
9,Furniture and furnishings ,315AL,Apparel and leather and allied products,111,5,66,133,314,2013
9,Furniture and furnishings ,323,Printing and related support activities,202,9,22,242,475,2013
9,Furniture and furnishings ,326,Plastics and rubber products,216,4,68,205,493,2013
9,Furniture and furnishings ,532RL,Rental and leasing services and lessors of intangible assets,"1,923",0,0,0,"1,923",2013
9,Furniture and furnishings ,Used,"Scrap, used and secondhand goods","-1,011","1,978","1,028","1,454","3,449",2013
10,Household appliances ,331,Primary metals,24,1,2,17,44,2013
10,Household appliances ,333,Machinery,"2,524",70,824,"1,791","5,208",2013
10,Household appliances ,335,"Electrical equipment, appliances, and components","21,707","1,113","6,566","15,227","44,613",2013
10,Household appliances ,326,Plastics and rubber products,69,1,33,135,239,2013
10,Household appliances ,Used,"Scrap, used and secondhand goods",-69,29,10,21,-10,2013
11,"Glassware, tableware and household utensils ",321,Wood products,531,34,70,275,910,2013
11,"Glassware, tableware and household utensils ",327,Nonmetallic mineral products,"3,454",464,"1,528","2,367","7,813",2013
11,"Glassware, tableware and household utensils ",331,Primary metals,275,8,26,142,450,2013
11,"Glassware, tableware and household utensils ",332,Fabricated metal products,"3,291",94,"1,137","1,717","6,239",2013
11,"Glassware, tableware and household utensils ",339,Miscellaneous manufacturing,165,2,95,85,347,2013
11,"Glassware, tableware and household utensils ",326,Plastics and rubber products,"11,290",212,"1,488","5,846","18,837",2013
11,"Glassware, tableware and household utensils ",Used,"Scrap, used and secondhand goods",-437,60,31,35,-311,2013
12,Tools and equipment for house and garden ,321,Wood products,3,0,0,4,7,2013
12,Tools and equipment for house and garden ,327,Nonmetallic mineral products,463,123,49,268,903,2013
12,Tools and equipment for house and garden ,331,Primary metals,15,0,1,22,39,2013
12,Tools and equipment for house and garden ,332,Fabricated metal products,"1,825",53,690,"2,572","5,141",2013
12,Tools and equipment for house and garden ,333,Machinery,"3,102",85,695,"4,403","8,285",2013
12,Tools and equipment for house and garden ,334,Computer and electronic products,228,6,34,324,593,2013
12,Tools and equipment for house and garden ,335,"Electrical equipment, appliances, and components",83,1,24,118,227,2013
12,Tools and equipment for house and garden ,337,Furniture and related products,81,13,38,192,325,2013
12,Tools and equipment for house and garden ,339,Miscellaneous manufacturing,325,49,149,480,"1,003",2013
12,Tools and equipment for house and garden ,313TT,Textile mills and textile product mills,18,1,8,42,69,2013
12,Tools and equipment for house and garden ,325,Chemical products,"2,112",57,323,"1,872","4,363",2013
12,Tools and equipment for house and garden ,326,Plastics and rubber products,166,3,33,393,596,2013
12,Tools and equipment for house and garden ,532RL,Rental and leasing services and lessors of intangible assets,"3,142",0,0,0,"3,142",2013
12,Tools and equipment for house and garden ,Used,"Scrap, used and secondhand goods",50,45,19,30,144,2013
14,"Video, audio, photographic, and information processing equipment and media ",333,Machinery,"1,053",29,"1,324",497,"2,903",2013
14,"Video, audio, photographic, and information processing equipment and media ",334,Computer and electronic products,"59,235",582,"17,935","27,907","105,660",2013
14,"Video, audio, photographic, and information processing equipment and media ",335,"Electrical equipment, appliances, and components","2,334",24,685,"1,491","4,533",2013
14,"Video, audio, photographic, and information processing equipment and media ",339,Miscellaneous manufacturing,55,8,6,0,70,2013
14,"Video, audio, photographic, and information processing equipment and media ",315AL,Apparel and leather and allied products,58,3,19,44,123,2013
