"PCE Bridge Table, 2012",,,,,,,,,
[Millions of dollars],,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,
,,,,Producers' Value,Transportation Costs,            Trade Margins,,Purchasers' Value,
NIPA Line,PCE Category,Commodity Code,Commodity Description,,,Wholesale,Retail,,Year
5,New motor vehicles ,3361MV,"Motor vehicles, bodies and trailers, and parts","174,840","4,041","14,615","43,463","236,959",2012
6,Net purchases of used motor vehicles ,Used,"Scrap, used and secondhand goods","52,439","1,430","3,020","39,454","96,343",2012
7,Motor vehicles parts and accessories ,327,Nonmetallic mineral products,63,8,9,65,145,2012
7,Motor vehicles parts and accessories ,331,Primary metals,12,0,1,12,26,2012
7,Motor vehicles parts and accessories ,332,Fabricated metal products,440,13,150,456,"1,059",2012
7,Motor vehicles parts and accessories ,333,Machinery,0,0,0,0,0,2012
7,Motor vehicles parts and accessories ,334,Computer and electronic products,11,0,5,11,28,2012
7,Motor vehicles parts and accessories ,335,"Electrical equipment, appliances, and components","2,027",21,300,"2,102","4,450",2012
7,Motor vehicles parts and accessories ,3361MV,"Motor vehicles, bodies and trailers, and parts","12,234",148,"1,665","12,684","26,732",2012
7,Motor vehicles parts and accessories ,339,Miscellaneous manufacturing,170,25,55,176,425,2012
7,Motor vehicles parts and accessories ,325,Chemical products,194,4,15,113,326,2012
7,Motor vehicles parts and accessories ,326,Plastics and rubber products,"13,077",294,"2,602","13,301","29,274",2012
7,Motor vehicles parts and accessories ,Used,"Scrap, used and secondhand goods",-635,5,942,529,841,2012
9,Furniture and furnishings ,321,Wood products,"2,454",162,388,"2,666","5,670",2012
9,Furniture and furnishings ,327,Nonmetallic mineral products,"1,431",200,445,777,"2,853",2012
9,Furniture and furnishings ,331,Primary metals,111,3,11,143,268,2012
9,Furniture and furnishings ,332,Fabricated metal products,392,11,107,508,"1,018",2012
9,Furniture and furnishings ,334,Computer and electronic products,946,21,246,"1,029","2,242",2012
9,Furniture and furnishings ,335,"Electrical equipment, appliances, and components","2,140",319,615,"2,359","5,433",2012
9,Furniture and furnishings ,337,Furniture and related products,"37,106","5,557","8,180","40,664","91,506",2012
9,Furniture and furnishings ,339,Miscellaneous manufacturing,"3,577",515,"1,591","3,685","9,367",2012
9,Furniture and furnishings ,313TT,Textile mills and textile product mills,"8,844",461,"4,312","10,577","24,193",2012
9,Furniture and furnishings ,315AL,Apparel and leather and allied products,103,5,61,112,282,2012
9,Furniture and furnishings ,323,Printing and related support activities,219,10,24,238,492,2012
9,Furniture and furnishings ,326,Plastics and rubber products,196,4,60,175,433,2012
9,Furniture and furnishings ,532RL,Rental and leasing services and lessors of intangible assets,"2,910",0,0,0,"2,910",2012
9,Furniture and furnishings ,Used,"Scrap, used and secondhand goods","-1,731","1,596",827,"1,356","2,048",2012
10,Household appliances ,331,Primary metals,26,1,3,17,47,2012
10,Household appliances ,333,Machinery,"2,464",67,805,"1,629","4,964",2012
10,Household appliances ,335,"Electrical equipment, appliances, and components","21,594","1,145","5,973","14,112","42,824",2012
10,Household appliances ,326,Plastics and rubber products,89,2,44,163,298,2012
10,Household appliances ,Used,"Scrap, used and secondhand goods",-62,31,10,21,0,2012
11,"Glassware, tableware and household utensils ",321,Wood products,461,31,64,229,785,2012
11,"Glassware, tableware and household utensils ",327,Nonmetallic mineral products,"3,351",469,"1,508","2,247","7,575",2012
11,"Glassware, tableware and household utensils ",331,Primary metals,275,7,27,136,445,2012
11,"Glassware, tableware and household utensils ",332,Fabricated metal products,"3,239",92,"1,130","1,617","6,078",2012
11,"Glassware, tableware and household utensils ",339,Miscellaneous manufacturing,152,2,88,76,318,2012
11,"Glassware, tableware and household utensils ",326,Plastics and rubber products,"11,371",210,"1,490","5,637","18,708",2012
11,"Glassware, tableware and household utensils ",Used,"Scrap, used and secondhand goods",-505,29,15,16,-445,2012
12,Tools and equipment for house and garden ,321,Wood products,3,0,0,3,6,2012
12,Tools and equipment for house and garden ,327,Nonmetallic mineral products,417,123,45,243,828,2012
12,Tools and equipment for house and garden ,331,Primary metals,16,0,2,20,38,2012
12,Tools and equipment for house and garden ,332,Fabricated metal products,"1,823",53,674,"2,341","4,891",2012
12,Tools and equipment for house and garden ,333,Machinery,"3,096",84,681,"4,006","7,866",2012
12,Tools and equipment for house and garden ,334,Computer and electronic products,211,6,29,273,519,2012
12,Tools and equipment for house and garden ,335,"Electrical equipment, appliances, and components",82,1,23,106,212,2012
12,Tools and equipment for house and garden ,337,Furniture and related products,79,13,38,176,306,2012
12,Tools and equipment for house and garden ,339,Miscellaneous manufacturing,322,48,151,435,956,2012
12,Tools and equipment for house and garden ,313TT,Textile mills and textile product mills,18,1,9,39,67,2012
12,Tools and equipment for house and garden ,325,Chemical products,"1,947",48,297,"1,894","4,185",2012
12,Tools and equipment for house and garden ,326,Plastics and rubber products,193,3,39,430,666,2012
12,Tools and equipment for house and garden ,532RL,Rental and leasing services and lessors of intangible assets,"3,018",0,0,0,"3,018",2012
12,Tools and equipment for house and garden ,Used,"Scrap, used and secondhand goods",20,18,8,24,70,2012
14,"Video, audio, photographic, and information processing equipment and media ",333,Machinery,"1,013",28,"1,281",343,"2,665",2012
14,"Video, audio, photographic, and information processing equipment and media ",334,Computer and electronic products,"60,385",590,"17,219","26,725","104,919",2012
14,"Video, audio, photographic, and information processing equipment and media ",335,"Electrical equipment, appliances, and components","2,180",23,626,"1,311","4,141",2012
14,"Video, audio, photographic, and information processing equipment and media ",339,Miscellaneous manufacturing,61,9,7,0,78,2012
14,"Video, audio, photographic, and information processing equipment and media ",315AL,Apparel and leather and allied products,23,1,7,12,43,2012
14,"Video, audio, photographic, and information processing equipment and media ",511,"Publishing industries, except internet (includes software)","30,813",303,"8,919","8,740","48,774",2012
14,"Video, audio, photographic, and information processing equipment and media ",512,Motion picture and sound recording industries,"9,975",87,"2,828","5,228","18,118",2012
14,"Video, audio, photographic, and information processing equipment and media ",514,"Data processing, internet publishing, and other information services","11,641",0,0,0,"11,641",2012
14,"Video, audio, photographic, and information processing equipment and media ",Used,"Scrap, used and secondhand goods",-5,22,15,13,46,2012
15,"Sporting equipment, supplies, guns, and ammunition ",331,Primary metals,7,0,1,7,15,2012
15,"Sporting equipment, supplies, guns, and ammunition ",332,Fabricated metal products,"6,144",167,"2,430","5,627","14,368",2012
15,"Sporting equipment, supplies, guns, and ammunition ",3364OT,Other transportation equipment,"3,340",35,142,"1,450","4,966",2012
15,"Sporting equipment, supplies, guns, and ammunition ",339,Miscellaneous manufacturing,"13,368","1,870","5,357","12,786","33,382",2012
15,"Sporting equipment, supplies, guns, and ammunition ",313TT,Textile mills and textile product mills,"1,087",61,593,"1,015","2,756",2012
15,"Sporting equipment, supplies, guns, and ammunition ",315AL,Apparel and leather and allied products,126,6,75,117,324,2012
15,"Sporting equipment, supplies, guns, and ammunition ",325,Chemical products,809,21,98,755,"1,683",2012
15,"Sporting equipment, supplies, guns, and ammunition ",Used,"Scrap, used and secondhand goods",-16,0,0,0,-16,2012
16,Sports and recreational vehicles ,332,Fabricated metal products,52,2,20,39,111,2012
16,Sports and recreational vehicles ,333,Machinery,295,8,53,220,576,2012
16,Sports and recreational vehicles ,335,"Electrical equipment, appliances, and components",61,1,8,36,106,2012
16,Sports and recreational vehicles ,3361MV,"Motor vehicles, bodies and trailers, and parts","7,852",100,329,"3,756","12,037",2012
16,Sports and recreational vehicles ,3364OT,Other transportation equipment,"12,318",154,"1,696","7,473","21,641",2012
16,Sports and recreational vehicles ,326,Plastics and rubber products,593,12,120,608,"1,333",2012
16,Sports and recreational vehicles ,Used,"Scrap, used and secondhand goods",7,"2,959",677,"1,250","4,893",2012
17,Recreational books ,323,Printing and related support activities,21,1,2,15,40,2012
17,Recreational books ,511,"Publishing industries, except internet (includes software)","8,473",393,"1,158","6,122","16,147",2012
17,Recreational books ,514,"Data processing, internet publishing, and other information services","2,077",0,0,0,"2,077",2012
18,Musical instruments,339,Miscellaneous manufacturing,"1,924",289,621,"1,774","4,608",2012
18,Musical instruments,315AL,Apparel and leather and allied products,141,7,45,130,323,2012
18,Musical instruments,Used,"Scrap, used and secondhand goods",-10,16,5,16,27,2012
20,Jewelry and watches ,334,Computer and electronic products,"4,099",45,"2,362","5,080","11,586",2012
