"PCE Bridge Table, 2001",,,,,,,,,
[Millions of dollars],,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,
,,,,Producers' Value,Transportation Costs,            Trade Margins,,Purchasers' Value,
NIPA Line,PCE Category,Commodity Code,Commodity Description,,,Wholesale,Retail,,Year
5,New motor vehicles ,3361MV,"Motor vehicles, bodies and trailers, and parts","186,790","3,048","8,817","31,362","230,018",2001
6,Net purchases of used motor vehicles ,Used,"Scrap, used and secondhand goods","80,581","4,483","1,121","25,826","112,011",2001
7,Motor vehicles parts and accessories ,327,Nonmetallic mineral products,10,1,1,7,19,2001
7,Motor vehicles parts and accessories ,331,Primary metals,17,0,1,12,31,2001
7,Motor vehicles parts and accessories ,332,Fabricated metal products,51,1,7,37,96,2001
7,Motor vehicles parts and accessories ,333,Machinery,0,0,0,0,0,2001
7,Motor vehicles parts and accessories ,334,Computer and electronic products,14,0,2,10,27,2001
7,Motor vehicles parts and accessories ,335,"Electrical equipment, appliances, and components","2,034",17,209,"1,473","3,734",2001
7,Motor vehicles parts and accessories ,3361MV,"Motor vehicles, bodies and trailers, and parts","9,775",115,817,"7,078","17,785",2001
7,Motor vehicles parts and accessories ,339,Miscellaneous manufacturing,240,31,44,174,489,2001
7,Motor vehicles parts and accessories ,325,Chemical products,274,6,22,90,391,2001
7,Motor vehicles parts and accessories ,326,Plastics and rubber products,"9,181",187,"1,111","6,598","17,077",2001
7,Motor vehicles parts and accessories ,Used,"Scrap, used and secondhand goods","-1,013",21,810,"1,794","1,611",2001
9,Furniture and furnishings ,321,Wood products,"1,312",73,130,979,"2,493",2001
9,Furniture and furnishings ,327,Nonmetallic mineral products,"2,337",289,581,988,"4,195",2001
9,Furniture and furnishings ,331,Primary metals,207,4,17,364,592,2001
9,Furniture and furnishings ,332,Fabricated metal products,294,6,69,518,888,2001
9,Furniture and furnishings ,334,Computer and electronic products,990,12,138,729,"1,868",2001
9,Furniture and furnishings ,335,"Electrical equipment, appliances, and components","2,197",290,401,"1,647","4,535",2001
9,Furniture and furnishings ,337,Furniture and related products,"36,770","4,837","1,616","32,127","75,349",2001
9,Furniture and furnishings ,339,Miscellaneous manufacturing,"2,555",332,446,"2,359","5,693",2001
9,Furniture and furnishings ,313TT,Textile mills and textile product mills,"8,160",299,"2,486","8,316","19,260",2001
9,Furniture and furnishings ,315AL,Apparel and leather and allied products,86,3,26,63,179,2001
9,Furniture and furnishings ,323,Printing and related support activities,106,4,9,78,196,2001
9,Furniture and furnishings ,326,Plastics and rubber products,604,11,134,489,"1,239",2001
9,Furniture and furnishings ,532RL,Rental and leasing services and lessors of intangible assets,"1,729",0,0,0,"1,729",2001
9,Furniture and furnishings ,Used,"Scrap, used and secondhand goods","1,563","1,895",591,"2,218","6,267",2001
10,Household appliances ,331,Primary metals,104,2,9,57,172,2001
10,Household appliances ,333,Machinery,"2,394",46,555,"1,431","4,426",2001
10,Household appliances ,335,"Electrical equipment, appliances, and components","16,955",809,"2,800","9,971","30,535",2001
10,Household appliances ,326,Plastics and rubber products,66,1,13,102,182,2001
10,Household appliances ,Used,"Scrap, used and secondhand goods",-91,375,28,111,424,2001
11,"Glassware, tableware and household utensils ",321,Wood products,811,43,77,278,"1,209",2001
11,"Glassware, tableware and household utensils ",327,Nonmetallic mineral products,"5,082",591,"1,481","3,215","10,370",2001
11,"Glassware, tableware and household utensils ",331,Primary metals,"1,352",26,110,464,"1,952",2001
11,"Glassware, tableware and household utensils ",332,Fabricated metal products,"4,036",78,957,"1,403","6,474",2001
11,"Glassware, tableware and household utensils ",339,Miscellaneous manufacturing,931,8,156,321,"1,416",2001
11,"Glassware, tableware and household utensils ",326,Plastics and rubber products,"9,682",185,"1,047","3,327","14,241",2001
11,"Glassware, tableware and household utensils ",Used,"Scrap, used and secondhand goods",364,502,183,404,"1,453",2001
12,Tools and equipment for house and garden ,321,Wood products,17,1,1,29,48,2001
12,Tools and equipment for house and garden ,327,Nonmetallic mineral products,208,37,20,68,333,2001
12,Tools and equipment for house and garden ,331,Primary metals,6,0,1,11,18,2001
12,Tools and equipment for house and garden ,332,Fabricated metal products,744,14,194,"1,295","2,247",2001
12,Tools and equipment for house and garden ,333,Machinery,"2,734",52,470,"4,768","8,024",2001
12,Tools and equipment for house and garden ,334,Computer and electronic products,37,1,2,64,104,2001
12,Tools and equipment for house and garden ,335,"Electrical equipment, appliances, and components",37,0,7,65,109,2001
12,Tools and equipment for house and garden ,337,Furniture and related products,141,20,43,335,539,2001
12,Tools and equipment for house and garden ,339,Miscellaneous manufacturing,126,17,38,224,404,2001
12,Tools and equipment for house and garden ,313TT,Textile mills and textile product mills,5,0,1,12,18,2001
12,Tools and equipment for house and garden ,325,Chemical products,614,13,61,230,918,2001
12,Tools and equipment for house and garden ,326,Plastics and rubber products,107,2,15,255,379,2001
12,Tools and equipment for house and garden ,532RL,Rental and leasing services and lessors of intangible assets,"4,233",0,0,0,"4,233",2001
12,Tools and equipment for house and garden ,Used,"Scrap, used and secondhand goods",81,60,26,63,230,2001
14,"Video, audio, photographic, and information processing equipment and media ",333,Machinery,"2,983",57,"1,031",936,"5,007",2001
14,"Video, audio, photographic, and information processing equipment and media ",334,Computer and electronic products,"50,860",459,"7,687","18,327","77,333",2001
14,"Video, audio, photographic, and information processing equipment and media ",335,"Electrical equipment, appliances, and components","2,198",19,397,722,"3,336",2001
14,"Video, audio, photographic, and information processing equipment and media ",339,Miscellaneous manufacturing,1,0,0,0,1,2001
14,"Video, audio, photographic, and information processing equipment and media ",315AL,Apparel and leather and allied products,24,1,4,12,42,2001
14,"Video, audio, photographic, and information processing equipment and media ",511,"Publishing industries, except internet (includes software)","6,869",58,929,"2,917","10,773",2001
14,"Video, audio, photographic, and information processing equipment and media ",512,Motion picture and sound recording industries,"24,028",203,"4,378","3,061","31,669",2001
14,"Video, audio, photographic, and information processing equipment and media ",514,"Data processing, internet publishing, and other information services",0,0,0,0,0,2001
14,"Video, audio, photographic, and information processing equipment and media ",Used,"Scrap, used and secondhand goods",-56,344,51,110,449,2001
15,"Sporting equipment, supplies, guns, and ammunition ",331,Primary metals,30,1,2,19,52,2001
15,"Sporting equipment, supplies, guns, and ammunition ",332,Fabricated metal products,"2,214",43,698,"1,365","4,320",2001
15,"Sporting equipment, supplies, guns, and ammunition ",3364OT,Other transportation equipment,"4,175",36,125,914,"5,249",2001
15,"Sporting equipment, supplies, guns, and ammunition ",339,Miscellaneous manufacturing,"12,825","1,677","4,224","8,230","26,956",2001
15,"Sporting equipment, supplies, guns, and ammunition ",313TT,Textile mills and textile product mills,"1,392",55,406,875,"2,727",2001
15,"Sporting equipment, supplies, guns, and ammunition ",315AL,Apparel and leather and allied products,120,4,36,75,236,2001
15,"Sporting equipment, supplies, guns, and ammunition ",325,Chemical products,793,18,90,499,"1,400",2001
15,"Sporting equipment, supplies, guns, and ammunition ",Used,"Scrap, used and secondhand goods",1,218,37,70,326,2001
16,Sports and recreational vehicles ,332,Fabricated metal products,23,0,7,9,39,2001
16,Sports and recreational vehicles ,333,Machinery,307,6,41,115,468,2001
16,Sports and recreational vehicles ,335,"Electrical equipment, appliances, and components",12,0,1,4,18,2001
16,Sports and recreational vehicles ,3361MV,"Motor vehicles, bodies and trailers, and parts","7,716",74,264,"1,844","9,898",2001
16,Sports and recreational vehicles ,3364OT,Other transportation equipment,"14,804",130,"1,176","4,933","21,043",2001
16,Sports and recreational vehicles ,326,Plastics and rubber products,365,7,45,244,661,2001
16,Sports and recreational vehicles ,Used,"Scrap, used and secondhand goods",296,"1,983",379,591,"3,250",2001
17,Recreational books ,323,Printing and related support activities,76,3,6,27,112,2001
17,Recreational books ,511,"Publishing industries, except internet (includes software)","16,764",593,"1,489","5,790","24,637",2001
17,Recreational books ,514,"Data processing, internet publishing, and other information services",0,0,0,0,0,2001
18,Musical instruments,339,Miscellaneous manufacturing,"2,130",280,389,"1,752","4,551",2001
18,Musical instruments,315AL,Apparel and leather and allied products,123,4,22,101,250,2001
18,Musical instruments,Used,"Scrap, used and secondhand goods",22,45,10,52,130,2001
20,Jewelry and watches ,334,Computer and electronic products,"2,862",26,476,"2,111","5,475",2001
20,Jewelry and watches ,339,Miscellaneous manufacturing,"21,419",192,"3,566","15,918","41,094",2001
20,Jewelry and watches ,Used,"Scrap, used and secondhand goods",-429,622,183,633,"1,008",2001
21,Therapeutic appliances and equipment,334,Computer and electronic products,"1,303",11,306,"1,359","2,979",2001
21,Therapeutic appliances and equipment,335,"Electrical equipment, appliances, and components",535,5,97,558,"1,196",2001
21,Therapeutic appliances and equipment,339,Miscellaneous manufacturing,"8,915",75,"2,043","9,351","20,384",2001
21,Therapeutic appliances and equipment,621,Ambulatory health care services,"7,253",0,0,0,"7,253",2001
21,Therapeutic appliances and equipment,Used,"Scrap, used and secondhand goods",7,5,2,8,21,2001
22,Educational books,511,"Publishing industries, except internet (includes software)","6,131",217,554,"2,133","9,035",2001
22,Educational books,514,"Data processing, internet publishing, and other information services",0,0,0,0,0,2001
22,Educational books,Used,"Scrap, used and secondhand goods",1,130,13,51,195,2001
23,Luggage and similar personal items ,321,Wood products,242,9,73,176,499,2001
23,Luggage and similar personal items ,339,Miscellaneous manufacturing,"1,360",180,428,401,"2,369",2001
