"PCE Bridge Table, 2002",,,,,,,,,
[Millions of dollars],,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,
,,,,Producers' Value,Transportation Costs,            Trade Margins,,Purchasers' Value,
NIPA Line,PCE Category,Commodity Code,Commodity Description,,,Wholesale,Retail,,Year
5,New motor vehicles ,3361MV,"Motor vehicles, bodies and trailers, and parts","186,421","3,341","9,189","44,600","243,551",2002
6,Net purchases of used motor vehicles ,Used,"Scrap, used and secondhand goods","74,143","4,410","1,383","36,185","116,122",2002
7,Motor vehicles parts and accessories ,327,Nonmetallic mineral products,18,2,2,15,37,2002
7,Motor vehicles parts and accessories ,331,Primary metals,10,0,1,8,19,2002
7,Motor vehicles parts and accessories ,332,Fabricated metal products,52,1,7,43,103,2002
7,Motor vehicles parts and accessories ,333,Machinery,0,0,0,0,1,2002
7,Motor vehicles parts and accessories ,334,Computer and electronic products,6,0,1,5,12,2002
7,Motor vehicles parts and accessories ,335,"Electrical equipment, appliances, and components","1,432",15,154,"1,177","2,777",2002
7,Motor vehicles parts and accessories ,3361MV,"Motor vehicles, bodies and trailers, and parts","10,054",133,882,"8,263","19,332",2002
7,Motor vehicles parts and accessories ,339,Miscellaneous manufacturing,169,22,35,139,365,2002
7,Motor vehicles parts and accessories ,325,Chemical products,293,5,25,104,427,2002
7,Motor vehicles parts and accessories ,326,Plastics and rubber products,"8,696",160,"1,157","7,090","17,103",2002
7,Motor vehicles parts and accessories ,Used,"Scrap, used and secondhand goods","-1,197",25,584,"2,086","1,497",2002
9,Furniture and furnishings ,321,Wood products,"1,230",64,129,952,"2,375",2002
9,Furniture and furnishings ,327,Nonmetallic mineral products,"2,139",261,512,828,"3,740",2002
9,Furniture and furnishings ,331,Primary metals,64,1,6,109,181,2002
9,Furniture and furnishings ,332,Fabricated metal products,197,4,39,335,575,2002
9,Furniture and furnishings ,334,Computer and electronic products,881,13,126,674,"1,695",2002
9,Furniture and furnishings ,335,"Electrical equipment, appliances, and components","2,329",299,473,"1,804","4,905",2002
9,Furniture and furnishings ,337,Furniture and related products,"37,345","4,793","2,166","34,568","78,871",2002
9,Furniture and furnishings ,339,Miscellaneous manufacturing,"3,691",469,640,"2,796","7,596",2002
9,Furniture and furnishings ,313TT,Textile mills and textile product mills,"8,833",308,"2,686","8,470","20,297",2002
9,Furniture and furnishings ,315AL,Apparel and leather and allied products,88,3,26,67,184,2002
9,Furniture and furnishings ,323,Printing and related support activities,41,1,3,32,78,2002
9,Furniture and furnishings ,326,Plastics and rubber products,256,4,48,189,497,2002
9,Furniture and furnishings ,532RL,Rental and leasing services and lessors of intangible assets,"1,633",0,0,0,"1,633",2002
9,Furniture and furnishings ,Used,"Scrap, used and secondhand goods","2,208","2,258",768,"2,353","7,587",2002
10,Household appliances ,331,Primary metals,51,1,4,28,84,2002
10,Household appliances ,333,Machinery,"2,858",62,736,"1,658","5,314",2002
10,Household appliances ,335,"Electrical equipment, appliances, and components","17,790",867,"2,693","10,347","31,697",2002
10,Household appliances ,326,Plastics and rubber products,65,1,18,111,196,2002
10,Household appliances ,Used,"Scrap, used and secondhand goods",-72,281,19,87,315,2002
11,"Glassware, tableware and household utensils ",321,Wood products,835,43,82,274,"1,234",2002
11,"Glassware, tableware and household utensils ",327,Nonmetallic mineral products,"5,685",668,"1,656","3,183","11,191",2002
11,"Glassware, tableware and household utensils ",331,Primary metals,651,14,56,213,934,2002
11,"Glassware, tableware and household utensils ",332,Fabricated metal products,"4,811",105,"1,116","1,591","7,623",2002
11,"Glassware, tableware and household utensils ",339,Miscellaneous manufacturing,"1,104",12,200,363,"1,679",2002
11,"Glassware, tableware and household utensils ",326,Plastics and rubber products,"10,636",183,"1,020","3,491","15,330",2002
11,"Glassware, tableware and household utensils ",Used,"Scrap, used and secondhand goods",602,633,242,505,"1,982",2002
12,Tools and equipment for house and garden ,321,Wood products,10,1,1,16,27,2002
12,Tools and equipment for house and garden ,327,Nonmetallic mineral products,298,55,29,106,488,2002
12,Tools and equipment for house and garden ,331,Primary metals,9,0,1,16,26,2002
12,Tools and equipment for house and garden ,332,Fabricated metal products,"1,387",30,376,"2,352","4,146",2002
12,Tools and equipment for house and garden ,333,Machinery,"1,648",36,349,"2,798","4,830",2002
12,Tools and equipment for house and garden ,334,Computer and electronic products,38,1,3,64,106,2002
12,Tools and equipment for house and garden ,335,"Electrical equipment, appliances, and components",77,1,16,130,223,2002
12,Tools and equipment for house and garden ,337,Furniture and related products,125,17,38,385,565,2002
12,Tools and equipment for house and garden ,339,Miscellaneous manufacturing,220,28,66,387,701,2002
12,Tools and equipment for house and garden ,313TT,Textile mills and textile product mills,19,1,3,60,83,2002
12,Tools and equipment for house and garden ,325,Chemical products,895,18,94,375,"1,381",2002
12,Tools and equipment for house and garden ,326,Plastics and rubber products,59,1,8,180,248,2002
12,Tools and equipment for house and garden ,532RL,Rental and leasing services and lessors of intangible assets,"5,006",0,0,0,"5,006",2002
12,Tools and equipment for house and garden ,Used,"Scrap, used and secondhand goods",80,69,31,66,247,2002
14,"Video, audio, photographic, and information processing equipment and media ",333,Machinery,"2,774",60,"1,196","1,085","5,115",2002
14,"Video, audio, photographic, and information processing equipment and media ",334,Computer and electronic products,"53,363",565,"8,052","19,597","81,577",2002
14,"Video, audio, photographic, and information processing equipment and media ",335,"Electrical equipment, appliances, and components","1,918",19,388,664,"2,990",2002
14,"Video, audio, photographic, and information processing equipment and media ",339,Miscellaneous manufacturing,1,0,0,0,1,2002
14,"Video, audio, photographic, and information processing equipment and media ",315AL,Apparel and leather and allied products,10,0,2,6,18,2002
14,"Video, audio, photographic, and information processing equipment and media ",511,"Publishing industries, except internet (includes software)","7,481",75,"1,117","3,089","11,762",2002
14,"Video, audio, photographic, and information processing equipment and media ",512,Motion picture and sound recording industries,"23,570",236,"4,894","3,625","32,326",2002
14,"Video, audio, photographic, and information processing equipment and media ",514,"Data processing, internet publishing, and other information services",0,0,0,0,0,2002
14,"Video, audio, photographic, and information processing equipment and media ",Used,"Scrap, used and secondhand goods",18,161,30,70,279,2002
15,"Sporting equipment, supplies, guns, and ammunition ",331,Primary metals,12,0,1,8,22,2002
15,"Sporting equipment, supplies, guns, and ammunition ",332,Fabricated metal products,"2,510",54,904,"1,663","5,131",2002
15,"Sporting equipment, supplies, guns, and ammunition ",3364OT,Other transportation equipment,"4,259",43,133,"1,188","5,623",2002
15,"Sporting equipment, supplies, guns, and ammunition ",339,Miscellaneous manufacturing,"12,719","1,607","4,794","8,821","27,942",2002
15,"Sporting equipment, supplies, guns, and ammunition ",313TT,Textile mills and textile product mills,"1,133",43,323,765,"2,264",2002
15,"Sporting equipment, supplies, guns, and ammunition ",315AL,Apparel and leather and allied products,171,6,51,115,343,2002
15,"Sporting equipment, supplies, guns, and ammunition ",325,Chemical products,822,17,91,554,"1,484",2002
15,"Sporting equipment, supplies, guns, and ammunition ",Used,"Scrap, used and secondhand goods",0,173,34,59,266,2002
16,Sports and recreational vehicles ,332,Fabricated metal products,17,0,5,7,30,2002
16,Sports and recreational vehicles ,333,Machinery,341,7,45,146,540,2002
16,Sports and recreational vehicles ,335,"Electrical equipment, appliances, and components",11,0,1,6,18,2002
16,Sports and recreational vehicles ,3361MV,"Motor vehicles, bodies and trailers, and parts","8,503",97,259,"3,104","11,962",2002
16,Sports and recreational vehicles ,3364OT,Other transportation equipment,"14,426",147,"1,219","5,787","21,579",2002
16,Sports and recreational vehicles ,326,Plastics and rubber products,452,8,60,352,873,2002
16,Sports and recreational vehicles ,Used,"Scrap, used and secondhand goods",-36,986,147,448,"1,545",2002
17,Recreational books ,323,Printing and related support activities,115,4,10,39,168,2002
17,Recreational books ,511,"Publishing industries, except internet (includes software)","17,733",602,"1,441","5,959","25,735",2002
17,Recreational books ,514,"Data processing, internet publishing, and other information services",0,0,0,0,0,2002
18,Musical instruments,339,Miscellaneous manufacturing,"2,266",290,472,"1,831","4,859",2002
18,Musical instruments,315AL,Apparel and leather and allied products,77,3,16,62,158,2002
18,Musical instruments,Used,"Scrap, used and secondhand goods",-38,127,12,63,163,2002
20,Jewelry and watches ,334,Computer and electronic products,"2,958",31,535,"2,339","5,862",2002
20,Jewelry and watches ,339,Miscellaneous manufacturing,"21,469",223,"3,880","17,062","42,633",2002
20,Jewelry and watches ,Used,"Scrap, used and secondhand goods",-498,495,151,467,616,2002
21,Therapeutic appliances and equipment,334,Computer and electronic products,"1,379",14,331,"1,251","2,975",2002
21,Therapeutic appliances and equipment,335,"Electrical equipment, appliances, and components",481,6,97,442,"1,025",2002
21,Therapeutic appliances and equipment,339,Miscellaneous manufacturing,"11,090",111,"2,388","10,923","24,513",2002
21,Therapeutic appliances and equipment,621,Ambulatory health care services,"5,522",0,0,0,"5,522",2002
21,Therapeutic appliances and equipment,Used,"Scrap, used and secondhand goods",2,2,1,3,7,2002
22,Educational books,511,"Publishing industries, except internet (includes software)","6,525",220,531,"2,201","9,477",2002
22,Educational books,514,"Data processing, internet publishing, and other information services",0,0,0,0,0,2002
22,Educational books,Used,"Scrap, used and secondhand goods",0,156,13,56,225,2002
23,Luggage and similar personal items ,321,Wood products,225,8,67,171,471,2002
23,Luggage and similar personal items ,339,Miscellaneous manufacturing,"1,375",177,433,410,"2,396",2002
23,Luggage and similar personal items ,315AL,Apparel and leather and allied products,"6,095",207,"1,335","3,777","11,414",2002
24,Telephone and facsimile equipment ,334,Computer and electronic products,"1,672",17,257,"4,297","6,243",2002
27,Food and nonalcoholic beverages purchased for off-premises consumption ,111CA,Farms,"31,577","2,194","8,245","14,138","56,155",2002
27,Food and nonalcoholic beverages purchased for off-premises consumption ,113FF,"Forestry, fishing, and related activities","2,606",172,207,"1,016","4,001",2002
27,Food and nonalcoholic beverages purchased for off-premises consumption ,212,"Mining, except oil and gas",8,2,0,3,14,2002
27,Food and nonalcoholic beverages purchased for off-premises consumption ,311FT,Food and beverage and tobacco products,"267,854","5,634","36,548","121,276","431,312",2002
27,Food and nonalcoholic beverages purchased for off-premises consumption ,325,Chemical products,218,5,19,99,341,2002
27,Food and nonalcoholic beverages purchased for off-premises consumption ,Used,"Scrap, used and secondhand goods","-1,425",0,0,0,"-1,425",2002
28,Alcoholic beverages purchased for off-premises consumption,311FT,Food and beverage and tobacco products,"41,716","1,020","24,320","17,318","84,374",2002
29,Food produced and consumed on farms ,111CA,Farms,281,0,0,0,281,2002
32,Womens and girls clothing ,339,Miscellaneous manufacturing,25,3,9,28,65,2002
32,Womens and girls clothing ,313TT,Textile mills and textile product mills,406,14,119,454,993,2002
32,Womens and girls clothing ,315AL,Apparel and leather and allied products,"54,830","1,878","12,944","60,799","130,450",2002
32,Womens and girls clothing ,Used,"Scrap, used and secondhand goods",-247,"1,212",146,687,"1,797",2002
33,Mens and boys clothing ,339,Miscellaneous manufacturing,69,9,26,47,150,2002
33,Mens and boys clothing ,313TT,Textile mills and textile product mills,277,9,76,190,553,2002
33,Mens and boys clothing ,315AL,Apparel and leather and allied products,"41,586","1,411","9,995","28,516","81,508",2002
33,Mens and boys clothing ,Used,"Scrap, used and secondhand goods",-123,189,43,124,234,2002
34,Childrens and infants clothing ,313TT,Textile mills and textile product mills,55,2,17,88,162,2002
34,Childrens and infants clothing ,315AL,Apparel and leather and allied products,"2,540",86,591,"2,783","6,000",2002
34,Childrens and infants clothing ,322,Paper products,"2,037",70,170,"3,226","5,504",2002
34,Childrens and infants clothing ,Used,"Scrap, used and secondhand goods",-27,261,63,295,591,2002
35,Other clothing materials and footwear ,339,Miscellaneous manufacturing,115,15,21,99,249,2002
35,Other clothing materials and footwear ,313TT,Textile mills and textile product mills,"2,142",73,278,"1,802","4,295",2002
35,Other clothing materials and footwear ,315AL,Apparel and leather and allied products,"17,578",598,"7,003","20,769","45,949",2002
35,Other clothing materials and footwear ,511,"Publishing industries, except internet (includes software)",67,2,6,58,132,2002
35,Other clothing materials and footwear ,Used,"Scrap, used and secondhand goods",8,59,34,101,203,2002
37,"Motor vehicle fuels, lubricants, and fluids ",324,Petroleum and coal products,"69,510","2,697","40,435","40,967","153,609",2002
37,"Motor vehicle fuels, lubricants, and fluids ",325,Chemical products,1,0,0,1,2,2002
38,Fuel oil and other fuels ,212,"Mining, except oil and gas",38,15,2,18,72,2002
38,Fuel oil and other fuels ,321,Wood products,124,7,26,62,218,2002
38,Fuel oil and other fuels ,324,Petroleum and coal products,"6,213",299,"2,590","4,025","13,127",2002
38,Fuel oil and other fuels ,325,Chemical products,541,15,47,268,871,2002
40,Pharmaceutical and other medical products ,339,Miscellaneous manufacturing,672,7,162,"1,041","1,882",2002
40,Pharmaceutical and other medical products ,324,Petroleum and coal products,32,1,3,51,87,2002
40,Pharmaceutical and other medical products ,325,Chemical products,"100,105","1,679","24,263","71,866","197,913",2002
40,Pharmaceutical and other medical products ,326,Plastics and rubber products,64,1,19,198,283,2002
41,Recreational items ,111CA,Farms,"14,557",811,"3,063","6,093","24,524",2002
41,Recreational items ,212,"Mining, except oil and gas",44,12,4,32,92,2002
41,Recreational items ,335,"Electrical equipment, appliances, and components",32,0,6,21,60,2002
41,Recreational items ,339,Miscellaneous manufacturing,"15,840","2,041","5,054","17,847","40,783",2002
41,Recreational items ,311FT,Food and beverage and tobacco products,"10,243",213,"1,932","7,455","19,844",2002
41,Recreational items ,313TT,Textile mills and textile product mills,60,2,18,43,123,2002
41,Recreational items ,315AL,Apparel and leather and allied products,219,7,61,159,447,2002
41,Recreational items ,322,Paper products,342,16,29,157,544,2002
41,Recreational items ,323,Printing and related support activities,116,4,10,132,263,2002
41,Recreational items ,325,Chemical products,"2,275",43,920,"1,566","4,805",2002
41,Recreational items ,326,Plastics and rubber products,789,13,86,615,"1,503",2002
41,Recreational items ,81,"Other services, except government",15,0,0,0,15,2002
41,Recreational items ,Used,"Scrap, used and secondhand goods",92,"3,141",613,"1,510","5,355",2002
42,Household supplies ,212,"Mining, except oil and gas",433,115,19,154,720,2002
42,Household supplies ,321,Wood products,678,37,62,309,"1,087",2002
42,Household supplies ,331,Primary metals,13,0,1,40,54,2002
42,Household supplies ,332,Fabricated metal products,564,12,79,253,907,2002
42,Household supplies ,335,"Electrical equipment, appliances, and components","1,512",16,306,"2,567","4,401",2002
42,Household supplies ,339,Miscellaneous manufacturing,"1,868",168,525,"3,988","6,549",2002
42,Household supplies ,313TT,Textile mills and textile product mills,"5,312",206,"1,203","14,633","21,354",2002
42,Household supplies ,315AL,Apparel and leather and allied products,55,2,13,169,238,2002
42,Household supplies ,322,Paper products,"13,358",552,"1,116","6,089","21,115",2002
42,Household supplies ,323,Printing and related support activities,595,20,50,"1,506","2,172",2002
42,Household supplies ,325,Chemical products,"18,597",385,"2,456","6,700","28,137",2002
42,Household supplies ,326,Plastics and rubber products,"2,422",41,235,"1,332","4,030",2002
42,Household supplies ,Used,"Scrap, used and secondhand goods",0,1,0,1,2,2002
43,Personal care products ,332,Fabricated metal products,886,19,252,634,"1,791",2002
43,Personal care products ,333,Machinery,132,3,17,101,254,2002
43,Personal care products ,335,"Electrical equipment, appliances, and components","1,965",220,312,"1,824","4,320",2002
43,Personal care products ,339,Miscellaneous manufacturing,"3,329",427,"1,000","2,380","7,136",2002
43,Personal care products ,313TT,Textile mills and textile product mills,97,3,29,69,199,2002
43,Personal care products ,315AL,Apparel and leather and allied products,11,0,3,8,22,2002
43,Personal care products ,322,Paper products,"1,489",51,124,"2,354","4,019",2002
43,Personal care products ,325,Chemical products,"27,948",511,"6,120","19,983","54,562",2002
43,Personal care products ,326,Plastics and rubber products,319,5,71,460,856,2002
44,Tobacco ,311FT,Food and beverage and tobacco products,"44,705",691,"15,053","9,693","70,142",2002
45,"Magazines, newspapers, and stationery ",339,Miscellaneous manufacturing,"3,894",498,344,"2,258","6,993",2002
45,"Magazines, newspapers, and stationery ",322,Paper products,"1,601",54,134,930,"2,718",2002
45,"Magazines, newspapers, and stationery ",323,Printing and related support activities,777,26,63,451,"1,317",2002
45,"Magazines, newspapers, and stationery ",325,Chemical products,691,15,60,401,"1,166",2002
45,"Magazines, newspapers, and stationery ",326,Plastics and rubber products,4,0,1,2,6,2002
45,"Magazines, newspapers, and stationery ",511,"Publishing industries, except internet (includes software)","31,901","1,090","2,620","4,178","39,789",2002
45,"Magazines, newspapers, and stationery ",512,Motion picture and sound recording industries,112,1,9,8,130,2002
45,"Magazines, newspapers, and stationery ",514,"Data processing, internet publishing, and other information services","2,657",0,0,0,"2,657",2002
45,"Magazines, newspapers, and stationery ",Used,"Scrap, used and secondhand goods",0,18,2,3,23,2002
46,Net expenditures abroad by U.S. residents ,Other,Noncomparable imports and rest-of-the-world adjustment,"4,259",0,0,0,"4,259",2002
51,Rental of tenant-occupied nonfarm housing ,HS,Housing,"248,175",0,0,0,"248,175",2002
52,Imputed rental of owner-occupied nonfarm housing ,HS,Housing,"867,062",0,0,0,"867,062",2002
53,Rental value of farm dwellings  ,HS,Housing,"13,173",0,0,0,"13,173",2002
54,Group housing ,721,Accommodation,877,0,0,0,877,2002
56,Water supply and sanitation ,22,Utilities,"25,766",0,0,0,"25,766",2002
56,Water supply and sanitation ,562,Waste management and remediation services,"11,053",0,0,0,"11,053",2002
